invoice_id,branch,city,id_customer_type,customer_type,id_gender,gender,id_product,product_line,unit_price,quantity,tax_5%,total,date,time,id_payment,payment,cogs,gross_margin percentage,gross_income,rating
527-09-6272,1,Yangon,1,Member,1,Female,2,Electronic accessories,28.45,5,7.1125,1493625,3/21/2019,10:17,2,Credit card,142.25,4761904762,7.1125,9.1
898-04-2717,1,Yangon,2,Normal,2,Male,6,Fashion accessories,76.4,9,34.38,721.98,3/19/2019,15:49,3,Ewallet,687.6,4761904762,34.38,7.5
692-27-8933,2,Mandalay,2,Normal,1,Female,4,Sports and travel,57.95,6,17385,365085,2/24/2019,13:02,1,Cash,347.7,4761904762,17385,5.2
633-09-3463,3,Naypyitaw,2,Normal,1,Female,2,Electronic accessories,47.65,3,7.1475,1500975,3/28/2019,12:58,2,Credit card,142.95,4761904762,7.1475,9.5
374-17-3652,2,Mandalay,1,Member,1,Female,5,Food and beverages,42.82,9,19269,404649,2/5/2019,15:26,2,Credit card,385.38,4761904762,19269,8.9
378-07-7001,2,Mandalay,1,Member,2,Male,2,Electronic accessories,48.09,3,7.2135,1514835,2/10/2019,18:23,2,Credit card,144.27,4761904762,7.2135,7.8
433-75-6987,2,Mandalay,1,Member,1,Female,1,Health and beauty,55.97,7,195895,4113795,3/5/2019,19:06,3,Ewallet,391.79,4761904762,195895,8.9
873-95-4984,2,Mandalay,1,Member,1,Female,1,Health and beauty,76.9,7,26915,565215,2/15/2019,20:21,1,Cash,538.3,4761904762,26915,7.7
416-13-5917,3,Naypyitaw,2,Normal,1,Female,5,Food and beverages,97.03,5,242575,5094075,1/30/2019,16:24,3,Ewallet,485.15,4761904762,242575,9.3
150-89-8043,1,Yangon,2,Normal,2,Male,4,Sports and travel,44.65,3,6.6975,1406475,2/14/2019,15:04,1,Cash,133.95,4761904762,6.6975,6.2
135-84-8019,1,Yangon,2,Normal,1,Female,6,Fashion accessories,77.93,9,350685,7364385,2/27/2019,16:10,3,Ewallet,701.37,4761904762,350685,7.6
441-94-7118,1,Yangon,1,Member,2,Male,2,Electronic accessories,71.95,1,3.5975,755475,2/4/2019,12:14,1,Cash,71.95,4761904762,3.5975,7.3
725-96-3778,3,Naypyitaw,1,Member,1,Female,3,Home and lifestyle,89.25,8,35.7,749.7,1/20/2019,10:13,1,Cash,714,4761904762,35.7,4.7
531-80-1784,1,Yangon,2,Normal,2,Male,2,Electronic accessories,26.02,7,9107,191247,3/28/2019,17:38,1,Cash,182.14,4761904762,9107,5.1
400-45-1220,2,Mandalay,2,Normal,1,Female,1,Health and beauty,13.5,10,6.75,141.75,2/27/2019,11:06,2,Credit card,135,4761904762,6.75,4.8
860-79-0874,3,Naypyitaw,1,Member,1,Female,6,Fashion accessories,99.3,10,49.65,1042.65,2/15/2019,14:53,2,Credit card,993,4761904762,49.65,6.6
834-61-8124,1,Yangon,2,Normal,2,Male,2,Electronic accessories,51.69,7,180915,3799215,1/26/2019,18:22,1,Cash,361.83,4761904762,180915,5.5
115-99-4379,2,Mandalay,1,Member,1,Female,6,Fashion accessories,54.73,7,191555,4022655,3/14/2019,19:02,2,Credit card,383.11,4761904762,191555,8.5
565-67-6697,2,Mandalay,1,Member,2,Male,3,Home and lifestyle,27,9,12.15,255.15,3/2/2019,14:16,1,Cash,243,4761904762,12.15,4.8
320-49-6392,3,Naypyitaw,2,Normal,1,Female,2,Electronic accessories,30.24,1,1512,31752,3/4/2019,15:44,1,Cash,30.24,4761904762,1512,8.4
889-04-9723,2,Mandalay,1,Member,1,Female,5,Food and beverages,89.14,4,17828,374388,1/7/2019,12:20,2,Credit card,356.56,4761904762,17828,7.8
632-90-0281,3,Naypyitaw,2,Normal,1,Female,6,Fashion accessories,37.55,10,18775,394275,3/8/2019,20:01,2,Credit card,375.5,4761904762,18775,9.3
554-42-2417,3,Naypyitaw,2,Normal,1,Female,4,Sports and travel,95.44,10,47.72,1002.12,1/9/2019,13:45,1,Cash,954.4,4761904762,47.72,5.2
453-63-6187,2,Mandalay,2,Normal,2,Male,2,Electronic accessories,27.5,3,4125,86625,3/1/2019,15:40,3,Ewallet,82.5,4761904762,4125,6.5
578-80-7669,2,Mandalay,2,Normal,2,Male,4,Sports and travel,74.97,1,3.7485,787185,3/16/2019,16:58,1,Cash,74.97,4761904762,3.7485,5.6
612-36-5536,1,Yangon,1,Member,2,Male,5,Food and beverages,80.96,8,32384,680064,2/17/2019,11:12,2,Credit card,647.68,4761904762,32384,7.4
605-72-4132,3,Naypyitaw,2,Normal,1,Female,5,Food and beverages,94.47,8,37788,793548,2/27/2019,15:12,1,Cash,755.76,4761904762,37788,9.1
471-41-2823,3,Naypyitaw,2,Normal,2,Male,5,Food and beverages,99.79,2,9979,209559,3/7/2019,20:37,3,Ewallet,199.58,4761904762,9979,8
462-67-9126,1,Yangon,2,Normal,2,Male,3,Home and lifestyle,73.22,6,21966,461286,1/21/2019,17:44,1,Cash,439.32,4761904762,21966,7.2
272-27-9238,3,Naypyitaw,2,Normal,1,Female,5,Food and beverages,41.24,4,8248,173208,2/19/2019,16:23,1,Cash,164.96,4761904762,8248,7.1
834-25-9262,3,Naypyitaw,2,Normal,1,Female,6,Fashion accessories,81.68,4,16336,343056,1/6/2019,12:12,1,Cash,326.72,4761904762,16336,9.1
122-61-9553,3,Naypyitaw,2,Normal,1,Female,2,Electronic accessories,51.32,9,23094,484974,3/14/2019,19:33,1,Cash,461.88,4761904762,23094,5.6
468-88-0009,1,Yangon,1,Member,2,Male,3,Home and lifestyle,65.94,4,13188,276948,3/24/2019,10:29,1,Cash,263.76,4761904762,13188,6
613-59-9758,3,Naypyitaw,2,Normal,1,Female,4,Sports and travel,14.36,10,7.18,150.78,1/27/2019,14:28,1,Cash,143.6,4761904762,7.18,5.4
254-31-0042,1,Yangon,1,Member,2,Male,2,Electronic accessories,21.5,9,9675,203175,3/6/2019,12:46,2,Credit card,193.5,4761904762,9675,7.8
201-86-2184,2,Mandalay,1,Member,1,Female,2,Electronic accessories,26.26,7,9191,193011,2/2/2019,19:40,1,Cash,183.82,4761904762,9191,9.9
261-12-8671,2,Mandalay,2,Normal,1,Female,6,Fashion accessories,60.96,2,6096,128016,1/25/2019,19:39,2,Credit card,121.92,4761904762,6096,4.9
730-70-9830,3,Naypyitaw,2,Normal,1,Female,3,Home and lifestyle,70.11,6,21033,441693,3/14/2019,17:54,3,Ewallet,420.66,4761904762,21033,5.2
382-25-8917,3,Naypyitaw,2,Normal,2,Male,6,Fashion accessories,42.08,6,12624,265104,1/29/2019,12:25,1,Cash,252.48,4761904762,12624,8.9
422-29-8786,1,Yangon,2,Normal,1,Female,3,Home and lifestyle,67.09,5,167725,3522225,1/3/2019,16:47,2,Credit card,335.45,4761904762,167725,9.1
667-23-5919,1,Yangon,1,Member,1,Female,6,Fashion accessories,96.7,5,24175,507675,1/14/2019,12:52,3,Ewallet,483.5,4761904762,24175,7
843-01-4703,2,Mandalay,1,Member,1,Female,3,Home and lifestyle,35.38,9,15921,334341,1/5/2019,19:50,2,Credit card,318.42,4761904762,15921,9.6
743-88-1662,3,Naypyitaw,2,Normal,2,Male,4,Sports and travel,95.49,7,334215,7018515,2/22/2019,18:17,3,Ewallet,668.43,4761904762,334215,8.7
595-86-2894,3,Naypyitaw,1,Member,2,Male,6,Fashion accessories,96.98,4,19396,407316,2/6/2019,17:20,3,Ewallet,387.92,4761904762,19396,9.4
182-69-8360,2,Mandalay,2,Normal,1,Female,2,Electronic accessories,23.65,4,4.73,99.33,1/30/2019,13:32,2,Credit card,94.6,4761904762,4.73,4
289-15-7034,1,Yangon,1,Member,2,Male,4,Sports and travel,82.33,4,16466,345786,1/11/2019,10:37,2,Credit card,329.32,4761904762,16466,7.5
462-78-5240,3,Naypyitaw,2,Normal,1,Female,2,Electronic accessories,26.61,2,2661,55881,3/19/2019,14:35,1,Cash,53.22,4761904762,2661,4.2
868-52-7573,2,Mandalay,2,Normal,1,Female,5,Food and beverages,99.69,5,249225,5233725,1/14/2019,12:09,1,Cash,498.45,4761904762,249225,9.9
153-58-4872,3,Naypyitaw,1,Member,1,Female,5,Food and beverages,74.89,4,14978,314538,3/1/2019,15:32,3,Ewallet,299.56,4761904762,14978,4.2
662-72-2873,1,Yangon,2,Normal,1,Female,5,Food and beverages,40.94,5,10235,214935,1/6/2019,13:58,3,Ewallet,204.7,4761904762,10235,9.9
525-88-7307,2,Mandalay,1,Member,2,Male,4,Sports and travel,75.82,1,3791,79611,1/31/2019,13:19,1,Cash,75.82,4761904762,3791,5.8
689-16-9784,3,Naypyitaw,2,Normal,2,Male,5,Food and beverages,46.77,6,14031,294651,3/11/2019,13:37,1,Cash,280.62,4761904762,14031,6
725-56-0833,1,Yangon,2,Normal,1,Female,1,Health and beauty,32.32,10,16.16,339.36,2/20/2019,16:49,2,Credit card,323.2,4761904762,16.16,10
394-41-0748,3,Naypyitaw,1,Member,1,Female,6,Fashion accessories,54.07,9,243315,5109615,1/27/2019,14:55,3,Ewallet,486.63,4761904762,243315,9.5
596-42-3999,2,Mandalay,2,Normal,2,Male,5,Food and beverages,18.22,7,6377,133917,3/10/2019,14:04,2,Credit card,127.54,4761904762,6377,6.6
541-89-9860,3,Naypyitaw,1,Member,1,Female,6,Fashion accessories,80.48,3,12072,253512,2/15/2019,12:31,1,Cash,241.44,4761904762,12072,8.1
173-82-9529,2,Mandalay,2,Normal,1,Female,6,Fashion accessories,37.95,10,18975,398475,1/26/2019,14:51,1,Cash,379.5,4761904762,18975,9.7
563-36-9814,1,Yangon,1,Member,2,Male,2,Electronic accessories,76.82,1,3841,80661,2/13/2019,18:27,3,Ewallet,76.82,4761904762,3841,7.2
308-47-4913,1,Yangon,1,Member,1,Female,4,Sports and travel,52.26,10,26.13,548.73,3/9/2019,12:45,2,Credit card,522.6,4761904762,26.13,6.2
885-17-6250,1,Yangon,2,Normal,1,Female,1,Health and beauty,79.74,1,3987,83727,3/6/2019,10:36,3,Ewallet,79.74,4761904762,3987,7.3
726-27-2396,1,Yangon,2,Normal,1,Female,1,Health and beauty,77.5,5,19375,406875,1/24/2019,20:36,3,Ewallet,387.5,4761904762,19375,4.3
316-01-3952,1,Yangon,2,Normal,1,Female,5,Food and beverages,54.27,5,135675,2849175,3/13/2019,14:16,3,Ewallet,271.35,4761904762,135675,4.6
760-54-1821,2,Mandalay,2,Normal,2,Male,3,Home and lifestyle,13.59,9,6.1155,1284255,3/15/2019,10:26,1,Cash,122.31,4761904762,6.1155,5.8
793-10-3222,2,Mandalay,1,Member,1,Female,1,Health and beauty,41.06,6,12318,258678,3/5/2019,13:30,2,Credit card,246.36,4761904762,12318,8.3
346-12-3257,2,Mandalay,1,Member,2,Male,2,Electronic accessories,19.24,9,8658,181818,3/4/2019,16:28,1,Cash,173.16,4761904762,8658,8
110-05-6330,3,Naypyitaw,2,Normal,1,Female,5,Food and beverages,39.43,6,11829,248409,3/25/2019,20:18,2,Credit card,236.58,4761904762,11829,9.4
651-61-0874,3,Naypyitaw,2,Normal,2,Male,3,Home and lifestyle,46.22,4,9244,194124,3/12/2019,20:04,2,Credit card,184.88,4761904762,9244,6.2
236-86-3015,3,Naypyitaw,1,Member,2,Male,3,Home and lifestyle,13.98,1,699,14679,2/4/2019,13:38,3,Ewallet,13.98,4761904762,699,9.8
831-64-0259,2,Mandalay,2,Normal,1,Female,6,Fashion accessories,39.75,5,9.9375,2086875,2/22/2019,10:43,3,Ewallet,198.75,4761904762,9.9375,9.6
587-03-7455,3,Naypyitaw,1,Member,1,Female,6,Fashion accessories,97.79,7,342265,7187565,2/16/2019,17:30,3,Ewallet,684.53,4761904762,342265,4.9
882-40-4577,1,Yangon,1,Member,2,Male,4,Sports and travel,67.26,4,13452,282492,1/19/2019,15:28,2,Credit card,269.04,4761904762,13452,8
732-67-5346,1,Yangon,2,Normal,2,Male,5,Food and beverages,13.79,5,3.4475,723975,1/11/2019,19:07,2,Credit card,68.95,4761904762,3.4475,7.8
725-32-9708,2,Mandalay,1,Member,1,Female,6,Fashion accessories,68.71,4,13742,288582,1/4/2019,19:01,1,Cash,274.84,4761904762,13742,4.1
256-08-8343,1,Yangon,2,Normal,1,Female,3,Home and lifestyle,56.53,4,11306,237426,3/4/2019,19:48,3,Ewallet,226.12,4761904762,11306,5.5
372-26-1506,3,Naypyitaw,2,Normal,1,Female,6,Fashion accessories,23.82,5,5955,125055,1/28/2019,19:24,3,Ewallet,119.1,4761904762,5955,5.4
244-08-0162,2,Mandalay,2,Normal,1,Female,1,Health and beauty,34.21,10,17105,359205,1/2/2019,13:00,1,Cash,342.1,4761904762,17105,5.1
569-71-4390,2,Mandalay,2,Normal,2,Male,4,Sports and travel,21.87,2,2187,45927,1/25/2019,14:29,3,Ewallet,43.74,4761904762,2187,6.9
132-23-6451,1,Yangon,1,Member,2,Male,1,Health and beauty,20.97,5,5.2425,1100925,1/4/2019,13:21,1,Cash,104.85,4761904762,5.2425,7.8
696-90-2548,1,Yangon,2,Normal,2,Male,4,Sports and travel,25.84,3,3876,81396,3/10/2019,18:55,3,Ewallet,77.52,4761904762,3876,6.6
472-15-9636,1,Yangon,2,Normal,2,Male,3,Home and lifestyle,50.93,8,20372,427812,3/22/2019,19:36,3,Ewallet,407.44,4761904762,20372,9.2
268-03-6164,2,Mandalay,2,Normal,2,Male,1,Health and beauty,96.11,1,4.8055,1009155,1/25/2019,16:28,3,Ewallet,96.11,4761904762,4.8055,7.8
750-57-9686,3,Naypyitaw,2,Normal,1,Female,3,Home and lifestyle,45.38,4,9076,190596,1/8/2019,13:48,2,Credit card,181.52,4761904762,9076,8.7
186-09-3669,3,Naypyitaw,1,Member,1,Female,1,Health and beauty,81.51,1,4.0755,855855,1/22/2019,10:57,3,Ewallet,81.51,4761904762,4.0755,9.2
848-07-1692,2,Mandalay,2,Normal,1,Female,1,Health and beauty,57.22,2,5722,120162,1/12/2019,17:13,3,Ewallet,114.44,4761904762,5722,8.3
745-71-3520,1,Yangon,1,Member,1,Female,2,Electronic accessories,25.22,7,8827,185367,2/4/2019,10:23,1,Cash,176.54,4761904762,8827,8.2
266-76-6436,3,Naypyitaw,1,Member,1,Female,5,Food and beverages,38.6,3,5.79,121.59,3/28/2019,13:57,3,Ewallet,115.8,4761904762,5.79,7.5
740-22-2500,3,Naypyitaw,2,Normal,1,Female,2,Electronic accessories,84.05,3,12.6075,2647575,1/23/2019,13:29,1,Cash,252.15,4761904762,12.6075,9.8
271-88-8734,3,Naypyitaw,1,Member,1,Female,6,Fashion accessories,97.21,10,48605,1020705,2/8/2019,13:00,2,Credit card,972.1,4761904762,48605,8.7
301-81-8610,2,Mandalay,1,Member,2,Male,6,Fashion accessories,25.42,8,10168,213528,3/19/2019,19:42,2,Credit card,203.36,4761904762,10168,6.7
489-64-4354,3,Naypyitaw,2,Normal,2,Male,6,Fashion accessories,16.28,1,814,17094,3/9/2019,15:36,1,Cash,16.28,4761904762,814,5
198-84-7132,2,Mandalay,1,Member,2,Male,6,Fashion accessories,40.61,9,182745,3837645,1/2/2019,13:40,1,Cash,365.49,4761904762,182745,7
269-10-8440,1,Yangon,1,Member,2,Male,1,Health and beauty,53.17,7,186095,3907995,1/21/2019,18:01,1,Cash,372.19,4761904762,186095,8.9
650-98-6268,2,Mandalay,1,Member,1,Female,5,Food and beverages,20.87,3,3.1305,657405,3/20/2019,13:53,2,Credit card,62.61,4761904762,3.1305,8
741-73-3559,2,Mandalay,2,Normal,2,Male,4,Sports and travel,67.27,5,168175,3531675,2/27/2019,17:27,1,Cash,336.35,4761904762,168175,6.9
325-77-6186,1,Yangon,1,Member,1,Female,3,Home and lifestyle,90.65,10,45325,951825,3/8/2019,10:53,3,Ewallet,906.5,4761904762,45325,7.3
286-75-7818,2,Mandalay,2,Normal,2,Male,6,Fashion accessories,69.08,2,6908,145068,1/31/2019,19:48,2,Credit card,138.16,4761904762,6908,6.9
574-57-9721,3,Naypyitaw,2,Normal,2,Male,5,Food and beverages,43.27,2,4327,90867,3/8/2019,16:53,3,Ewallet,86.54,4761904762,4327,5.7
459-50-7686,1,Yangon,2,Normal,1,Female,2,Electronic accessories,23.46,6,7038,147798,1/13/2019,19:14,3,Ewallet,140.76,4761904762,7038,6.4
616-87-0016,2,Mandalay,2,Normal,2,Male,6,Fashion accessories,95.54,7,33439,702219,3/9/2019,14:36,2,Credit card,668.78,4761904762,33439,9.6
837-55-7229,2,Mandalay,2,Normal,1,Female,6,Fashion accessories,47.44,1,2372,49812,2/22/2019,18:19,2,Credit card,47.44,4761904762,2372,6.8
751-69-0068,3,Naypyitaw,2,Normal,2,Male,4,Sports and travel,99.24,9,44658,937818,3/19/2019,19:09,3,Ewallet,893.16,4761904762,44658,9
257-73-1380,3,Naypyitaw,1,Member,2,Male,4,Sports and travel,82.93,4,16586,348306,1/20/2019,16:51,3,Ewallet,331.72,4761904762,16586,9.6
345-08-4992,1,Yangon,2,Normal,2,Male,3,Home and lifestyle,33.99,6,10197,214137,3/8/2019,15:37,2,Credit card,203.94,4761904762,10197,7.7
549-96-4200,3,Naypyitaw,1,Member,2,Male,5,Food and beverages,17.04,4,3408,71568,3/8/2019,20:15,3,Ewallet,68.16,4761904762,3408,7
810-60-6344,3,Naypyitaw,2,Normal,1,Female,2,Electronic accessories,40.86,8,16344,343224,2/7/2019,14:38,2,Credit card,326.88,4761904762,16344,6.5
450-28-2866,3,Naypyitaw,1,Member,2,Male,5,Food and beverages,17.44,5,4.36,91.56,1/15/2019,19:25,1,Cash,87.2,4761904762,4.36,8.1
394-30-3170,2,Mandalay,1,Member,1,Female,4,Sports and travel,88.43,8,35372,742812,3/22/2019,19:35,2,Credit card,707.44,4761904762,35372,4.3
138-17-5109,1,Yangon,1,Member,1,Female,3,Home and lifestyle,89.21,9,401445,8430345,1/15/2019,15:42,2,Credit card,802.89,4761904762,401445,6.5
192-98-7397,3,Naypyitaw,2,Normal,2,Male,6,Fashion accessories,12.78,1,639,13419,1/8/2019,14:11,3,Ewallet,12.78,4761904762,639,9.5
301-11-9629,1,Yangon,2,Normal,1,Female,4,Sports and travel,19.1,7,6685,140385,1/15/2019,10:43,1,Cash,133.7,4761904762,6685,9.7
390-80-5128,2,Mandalay,1,Member,1,Female,1,Health and beauty,19.15,1,9575,201075,1/28/2019,17:58,2,Credit card,19.15,4761904762,9575,9.5
235-46-8343,3,Naypyitaw,1,Member,2,Male,5,Food and beverages,27.66,10,13.83,290.43,2/14/2019,11:26,2,Credit card,276.6,4761904762,13.83,8.9
453-12-7053,3,Naypyitaw,2,Normal,2,Male,6,Fashion accessories,45.74,3,6861,144081,3/10/2019,17:38,2,Credit card,137.22,4761904762,6861,6.5
296-11-7041,2,Mandalay,1,Member,1,Female,1,Health and beauty,27.07,1,1.3535,284235,1/12/2019,20:07,2,Credit card,27.07,4761904762,1.3535,5.3
449-27-2918,2,Mandalay,1,Member,1,Female,4,Sports and travel,39.12,1,1956,41076,3/26/2019,11:02,2,Credit card,39.12,4761904762,1956,9.6
891-01-7034,2,Mandalay,2,Normal,1,Female,2,Electronic accessories,74.71,6,22413,470673,1/1/2019,19:07,1,Cash,448.26,4761904762,22413,6.7
744-09-5786,2,Mandalay,2,Normal,2,Male,2,Electronic accessories,22.01,6,6603,138663,1/2/2019,18:50,1,Cash,132.06,4761904762,6603,7.6
727-17-0390,1,Yangon,2,Normal,1,Female,5,Food and beverages,63.61,5,159025,3339525,3/16/2019,12:43,3,Ewallet,318.05,4761904762,159025,4.8
568-88-3448,1,Yangon,2,Normal,2,Male,1,Health and beauty,25,1,1.25,26.25,3/3/2019,15:09,3,Ewallet,25,4761904762,1.25,5.5
187-83-5490,1,Yangon,1,Member,2,Male,2,Electronic accessories,20.77,4,4154,87234,1/31/2019,13:47,1,Cash,83.08,4761904762,4154,4.7
767-54-1907,2,Mandalay,1,Member,1,Female,6,Fashion accessories,29.56,5,7.39,155.19,2/13/2019,16:59,1,Cash,147.8,4761904762,7.39,6.9
710-46-4433,2,Mandalay,1,Member,1,Female,5,Food and beverages,77.4,9,34.83,731.43,2/15/2019,14:15,2,Credit card,696.6,4761904762,34.83,4.5
533-33-5337,2,Mandalay,2,Normal,2,Male,2,Electronic accessories,79.39,10,39695,833595,2/7/2019,20:24,1,Cash,793.9,4761904762,39695,6.2
325-90-8763,3,Naypyitaw,1,Member,1,Female,2,Electronic accessories,46.57,10,23285,488985,1/27/2019,13:58,1,Cash,465.7,4761904762,23285,7.6
729-46-7422,3,Naypyitaw,2,Normal,2,Male,5,Food and beverages,35.89,1,1.7945,376845,2/23/2019,16:52,2,Credit card,35.89,4761904762,1.7945,7.9
639-76-1242,3,Naypyitaw,2,Normal,2,Male,5,Food and beverages,40.52,5,10.13,212.73,2/3/2019,15:19,1,Cash,202.6,4761904762,10.13,4.5
234-03-4040,2,Mandalay,1,Member,1,Female,5,Food and beverages,73.05,10,36525,767025,3/3/2019,12:25,2,Credit card,730.5,4761904762,36525,8.7
326-71-2155,3,Naypyitaw,2,Normal,1,Female,4,Sports and travel,73.95,4,14.79,310.59,2/3/2019,10:02,1,Cash,295.8,4761904762,14.79,6.1
320-32-8842,3,Naypyitaw,1,Member,1,Female,5,Food and beverages,22.62,1,1131,23751,3/17/2019,18:58,1,Cash,22.62,4761904762,1131,6.4
470-32-9057,1,Yangon,1,Member,2,Male,5,Food and beverages,51.34,5,12835,269535,3/28/2019,15:31,2,Credit card,256.7,4761904762,12835,9.1
878-30-2331,3,Naypyitaw,1,Member,1,Female,4,Sports and travel,54.55,10,27275,572775,3/2/2019,11:22,2,Credit card,545.5,4761904762,27275,7.1
440-59-5691,3,Naypyitaw,1,Member,1,Female,1,Health and beauty,37.15,7,130025,2730525,2/8/2019,13:12,2,Credit card,260.05,4761904762,130025,7.7
554-53-3790,2,Mandalay,2,Normal,2,Male,4,Sports and travel,37.02,6,11106,233226,3/22/2019,18:33,1,Cash,222.12,4761904762,11106,4.5
746-19-0921,3,Naypyitaw,2,Normal,2,Male,5,Food and beverages,21.58,1,1079,22659,2/9/2019,10:02,3,Ewallet,21.58,4761904762,1079,7.2
233-34-0817,3,Naypyitaw,1,Member,1,Female,2,Electronic accessories,98.84,1,4942,103782,2/15/2019,11:21,1,Cash,98.84,4761904762,4942,8.4
767-05-1286,3,Naypyitaw,1,Member,1,Female,3,Home and lifestyle,83.77,6,25131,527751,1/23/2019,12:10,3,Ewallet,502.62,4761904762,25131,5.4
340-21-9136,1,Yangon,1,Member,1,Female,4,Sports and travel,40.05,4,08.01,168.21,1/25/2019,11:40,1,Cash,160.2,4761904762,08.01,9.7
405-31-3305,1,Yangon,1,Member,2,Male,6,Fashion accessories,43.13,10,21565,452865,2/2/2019,18:31,2,Credit card,431.3,4761904762,21565,5.5
731-59-7531,2,Mandalay,1,Member,2,Male,1,Health and beauty,72.57,8,29028,609588,3/30/2019,17:58,1,Cash,580.56,4761904762,29028,4.6
676-39-6028,1,Yangon,1,Member,1,Female,2,Electronic accessories,64.44,5,16.11,338.31,3/30/2019,17:04,1,Cash,322.2,4761904762,16.11,6.6
502-05-1910,1,Yangon,2,Normal,2,Male,1,Health and beauty,65.18,3,9777,205317,2/25/2019,20:35,2,Credit card,195.54,4761904762,9777,6.3
485-30-8700,1,Yangon,2,Normal,1,Female,4,Sports and travel,33.26,5,8315,174615,3/18/2019,16:10,2,Credit card,166.3,4761904762,8315,4.2
598-47-9715,3,Naypyitaw,2,Normal,2,Male,2,Electronic accessories,84.07,4,16814,353094,3/7/2019,16:54,3,Ewallet,336.28,4761904762,16814,4.4
701-69-8742,2,Mandalay,2,Normal,2,Male,4,Sports and travel,34.37,10,17185,360885,3/16/2019,10:11,3,Ewallet,343.7,4761904762,17185,6.7
575-67-1508,1,Yangon,2,Normal,2,Male,2,Electronic accessories,38.6,1,1.93,40.53,1/29/2019,11:26,3,Ewallet,38.6,4761904762,1.93,6.7
541-08-3113,3,Naypyitaw,2,Normal,2,Male,5,Food and beverages,65.97,8,26388,554148,2/2/2019,20:29,1,Cash,527.76,4761904762,26388,8.4
246-11-3901,3,Naypyitaw,2,Normal,1,Female,2,Electronic accessories,32.8,10,16.4,344.4,2/15/2019,12:12,1,Cash,328,4761904762,16.4,6.2
674-15-9296,1,Yangon,2,Normal,2,Male,4,Sports and travel,37.14,5,9285,194985,1/8/2019,13:05,3,Ewallet,185.7,4761904762,9285,5
305-18-3552,2,Mandalay,1,Member,2,Male,3,Home and lifestyle,60.38,10,30.19,633.99,2/12/2019,16:19,1,Cash,603.8,4761904762,30.19,6
493-65-6248,3,Naypyitaw,1,Member,1,Female,4,Sports and travel,36.98,10,18.49,388.29,1/1/2019,19:48,2,Credit card,369.8,4761904762,18.49,7
438-01-4015,2,Mandalay,1,Member,1,Female,4,Sports and travel,49.49,4,9898,207858,3/21/2019,15:25,3,Ewallet,197.96,4761904762,9898,6.6
709-58-4068,2,Mandalay,2,Normal,1,Female,6,Fashion accessories,41.09,10,20545,431445,2/28/2019,14:42,1,Cash,410.9,4761904762,20545,7.3
795-49-7276,1,Yangon,2,Normal,2,Male,6,Fashion accessories,37.15,4,7.43,156.03,3/23/2019,18:59,3,Ewallet,148.6,4761904762,7.43,8.3
556-72-8512,3,Naypyitaw,2,Normal,2,Male,3,Home and lifestyle,22.96,1,1148,24108,1/30/2019,20:47,1,Cash,22.96,4761904762,1148,4.3
627-95-3243,2,Mandalay,1,Member,1,Female,3,Home and lifestyle,77.68,9,34956,734076,2/4/2019,13:21,3,Ewallet,699.12,4761904762,34956,9.8
686-41-0932,2,Mandalay,2,Normal,1,Female,6,Fashion accessories,34.7,2,3.47,72.87,3/13/2019,19:48,3,Ewallet,69.4,4761904762,3.47,8.2
510-09-5628,1,Yangon,1,Member,1,Female,6,Fashion accessories,19.66,10,9.83,206.43,3/15/2019,18:20,2,Credit card,196.6,4761904762,9.83,7.2
608-04-3797,2,Mandalay,1,Member,1,Female,1,Health and beauty,25.32,8,10128,212688,3/5/2019,20:24,3,Ewallet,202.56,4761904762,10128,8.7
148-82-2527,3,Naypyitaw,1,Member,1,Female,3,Home and lifestyle,12.12,10,06.06,127.26,3/5/2019,13:44,2,Credit card,121.2,4761904762,06.06,8.4
437-53-3084,2,Mandalay,2,Normal,2,Male,6,Fashion accessories,99.89,2,9989,209769,2/26/2019,11:48,3,Ewallet,199.78,4761904762,9989,7.1
632-32-4574,2,Mandalay,2,Normal,2,Male,4,Sports and travel,75.92,8,30368,637728,3/20/2019,14:14,1,Cash,607.36,4761904762,30368,5.5
556-97-7101,3,Naypyitaw,2,Normal,1,Female,2,Electronic accessories,63.22,2,6322,132762,1/1/2019,15:51,1,Cash,126.44,4761904762,6322,8.5
862-59-8517,3,Naypyitaw,2,Normal,1,Female,5,Food and beverages,90.24,6,27072,568512,1/27/2019,11:17,1,Cash,541.44,4761904762,27072,6.2
401-18-8016,2,Mandalay,1,Member,1,Female,4,Sports and travel,98.13,1,4.9065,1030365,1/21/2019,17:36,1,Cash,98.13,4761904762,4.9065,8.9
420-18-8989,1,Yangon,1,Member,1,Female,4,Sports and travel,51.52,8,20608,432768,2/2/2019,15:47,1,Cash,412.16,4761904762,20608,9.6
277-63-2961,2,Mandalay,1,Member,2,Male,4,Sports and travel,73.97,1,3.6985,776685,2/3/2019,15:53,2,Credit card,73.97,4761904762,3.6985,5.4
573-98-8548,3,Naypyitaw,1,Member,1,Female,6,Fashion accessories,31.9,1,1595,33495,1/5/2019,12:40,3,Ewallet,31.9,4761904762,1595,9.1
620-02-2046,3,Naypyitaw,2,Normal,2,Male,3,Home and lifestyle,69.4,2,6.94,145.74,1/27/2019,19:48,3,Ewallet,138.8,4761904762,6.94,9
